,pat,entity A,entity B,apis
5,update (.*) in (.*),"['swing', 'components']","['real', 'time']",['java.lang.Thread.sleep']
6,update (.*) in (.*),['component'],['jframe'],['java.awt.EventQueue.invokeLater']
7,update (.*) in (.*),['jlabel'],"['real', 'time']",['javax.swing.SwingUtilities.invokeLater']
8,update (.*) in (.*),"['a', 'textarea']",['edt'],['javax.swing.SwingUtilities.invokeLater']
9,update (.*) in (.*),"['a', 'chromedriver']","['selenium', 'library']",['java.lang.System.setProperty']
10,update (.*) in (.*),"['an', 'image']","['a', 'jlabel']",['javax.swing.SwingUtilities.invokeLater']
11,update (.*) in (.*),"['swt', 'gui']","['asyncexec', 'call']",['java.lang.Thread.sleep']
12,update (.*) in (.*),['data'],"['firebase', 'database']",['java.lang.Integer.parseInt']
13,update (.*) in (.*),['table'],['panel'],"['java.lang.Integer.toString', 'java.lang.Double.toString']"
14,update (.*) in (.*),['time'],['joptionpane'],"['java.util.Calendar.getInstance', 'javax.swing.JOptionPane.showMessageDialog']"
15,update (.*) in (.*),"['a', 'plot']",['jfreechart'],"['java.awt.EventQueue.invokeLater', 'java.lang.Integer.valueOf']"
16,update (.*) in (.*),"['fetch', 'request']",['reactjs'],['java.lang.Math.floor']
17,update (.*) in (.*),['linechart'],['javafx'],['java.lang.Thread.sleep']
18,update (.*) in (.*),['text'],"['the', 'loop']",['java.lang.Thread.sleep']
19,update (.*) in (.*),['query'],['android'],"['java.lang.Long.valueOf', 'java.lang.String.valueOf']"
20,update (.*) in (.*),"['the', 'gui']","['real', 'time']",['javax.swing.SwingWorker.publish']
21,update (.*) in (.*),['eventlist'],['jtable'],['javax.swing.SwingUtilities.invokeLater']
22,update (.*) in (.*),"['one', 'variable']","['recursive', 'function']",['java.lang.Math.min']
23,update (.*) in (.*),['jtextfields'],"['a', 'gridlayout']",['java.awt.EventQueue.invokeLater']
24,update (.*) in (.*),['value'],"['java', 'arraylist']",['java.lang.Integer.parseInt']
25,update (.*) in (.*),"['text', 'area']",['swing'],['javax.swing.SwingUtilities.invokeLater']
26,update (.*) in (.*),['item'],"['firebase', 'android']",['java.lang.System.currentTimeMillis']
27,update (.*) in (.*),['values'],['map'],['java.util.Collections.sort']
28,update (.*) in (.*),['authentication'],['auditoraware'],['java.util.Optional.ofNullable']
29,update (.*) in (.*),"['multiple', 'variables']","['a', 'loop']",['java.lang.Math.random']
30,update (.*) in (.*),['time'],['jlabel'],['javax.swing.SwingUtilities.invokeLater']
31,update (.*) in (.*),"['javafx', 'window']",['background'],['java.nio.file.Files.walkFileTree']
32,update (.*) in (.*),['data'],['table'],['java.lang.Integer.parseInt']
0,output (.*) in (.*),['result'],['jsch'],['java.lang.Thread.sleep']
1,output (.*) in (.*),"['log', 'files']","['separate', 'locations']",['java.util.logging.Logger.getLogger']
2,output (.*) in (.*),['date'],['itemwriter'],['java.lang.String.format']
3,output (.*) in (.*),['stored'],"['a', 'file']",['java.lang.System.setOut']
4,output (.*) in (.*),['file'],['ffmpeg'],"['java.nio.file.Paths.get', 'java.nio.file.Files.readAllBytes', 'java.nio.file.Files.deleteIfExists']"
5,output (.*) in (.*),['issues'],"['java', 'android']",['java.lang.String.format']
6,output (.*) in (.*),['variable'],['jlabel'],['java.lang.Integer.parseInt']
7,output (.*) in (.*),"['a', 'matrix']",['jtextarea'],['java.lang.Integer.parseInt']
8,output (.*) in (.*),['come'],"['different', 'columns']","['java.awt.EventQueue.invokeLater', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.UIManager.setLookAndFeel']"
9,output (.*) in (.*),"['stream', 'blocking']","['full', 'duplex']","['java.lang.Thread.sleep', 'java.nio.channels.Selector.select', 'java.nio.channels.SocketChannel.open', 'java.nio.channels.ServerSocketChannel.open']"
10,output (.*) in (.*),"['of', 'crc']",['android'],['java.lang.Character.digit']
11,output (.*) in (.*),"['matrix', 'correctly']","['spark', 'java']",['java.lang.String.format']
12,output (.*) in (.*),"['entire', 'loop']",['jframe'],['javax.swing.JOptionPane.showMessageDialog']
13,output (.*) in (.*),"['to', 'a']","['memory', 'structure']",['java.lang.System.setOut']
14,output (.*) in (.*),['ordering'],['java'],['java.util.Collections.sort']
15,output (.*) in (.*),"['from', 'subprocess']","['wrong', 'order']",['java.lang.Runtime.exec']
16,output (.*) in (.*),"['per', 'line']","['an', 'array']",['java.lang.System.setOut']
17,output (.*) in (.*),"['to', 'console']",['eclipse'],['java.lang.Runtime.getRuntime']
18,output (.*) in (.*),"['an', 'arraylist']","['a', 'window']",['javax.swing.JOptionPane.showMessageDialog']
19,output (.*) in (.*),"['to', 'table']","['java', 'swing']","['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
20,output (.*) in (.*),"['copied', 'twice']","['nim', 'game']",['java.lang.Integer.parseInt']
21,output (.*) in (.*),"['of', 'method']","['text', 'file']",['java.lang.System.getProperty']
22,output (.*) in (.*),"['as', 'expected']",['swing'],['java.lang.Thread.sleep']
23,output (.*) in (.*),"['is', 'wrong']",['exponents'],['java.lang.Math.pow']
24,output (.*) in (.*),"['character', 'months']",['french'],"['java.util.Locale.setDefault', 'java.time.LocalDateTime.of', 'java.time.format.DateTimeFormatter.ofPattern']"
0,run (.*) on (.*),['function'],"['jbutton', 'press']",['java.util.concurrent.Executors.newSingleThreadExecutor']
1,run (.*) on (.*),['joptionpane'],['edt'],"['javax.swing.SwingUtilities.isEventDispatchThread', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JOptionPane.showMessageDialog']"
2,run (.*) on (.*),"['swing', 'jar']",['linux'],['java.lang.System.getProperties']
3,run (.*) on (.*),"['time', 'properties']",['springapplicationbuilder'],['java.lang.System.setProperty']
4,run (.*) on (.*),"['x', 'tasks']","['y', 'threads']","['java.util.concurrent.Executors.newFixedThreadPool', 'java.lang.System.nanoTime']"
5,run (.*) on (.*),"['an', 'action']","['partitioned', 'rdd']",['java.lang.Runtime.getRuntime']
6,run (.*) on (.*),"['google', 'script']","['multiple', 'sheets']",['java.util.logging.Logger.log']
7,run (.*) on (.*),"['class', 'continuously']",['deployment'],['java.util.concurrent.Executors.newSingleThreadExecutor']
8,run (.*) on (.*),"['jprogress', 'bar']","['jframe', 'load']","['java.lang.Thread.sleep', 'java.util.logging.Logger.getLogger']"
9,run (.*) on (.*),"['multiple', 'functions']","['same', 'input']",['java.util.concurrent.CompletableFuture.supplyAsync']
10,run (.*) on (.*),"['with', 'jvm']","['windows', 'platform']",['javax.swing.JOptionPane.showMessageDialog']
11,run (.*) on (.*),['before'],['mac'],['java.util.prefs.Preferences.userRoot']
12,run (.*) on (.*),"['equally', 'fast']","['all', 'machines']","['java.lang.Thread.sleep', 'java.util.Timer.scheduleAtFixedRate']"
13,run (.*) on (.*),['query'],"['long', 'number']",['java.lang.Long.parseLong']
0,split (.*) with (.*),['string'],[],['java.lang.String.split']
1,split (.*) with (.*),"['to', 'split']","['multiple', 'conditions']",['java.util.regex.Pattern.compile']
2,split (.*) with (.*),['string'],"['double', 'quotes']",['java.util.regex.Pattern.compile']
3,split (.*) with (.*),['string'],"['alternative', 'comma']",['java.util.regex.Pattern.compile']
4,split (.*) with (.*),"['target', 'path']",[],"['java.nio.file.FileSystems.getDefault', 'java.util.regex.Pattern.quote']"
5,split (.*) with (.*),['string'],"['blank', 'delimiter']",['java.util.regex.Pattern.compile']
6,split (.*) with (.*),"['a', 'text']",['regex'],['java.util.regex.Pattern.compile']
7,split (.*) with (.*),"['complex', 'string']",['delimiters'],['java.util.regex.Pattern.compile']
8,split (.*) with (.*),"['using', 'regex']","['escape', 'character']",['java.util.regex.Pattern.compile']
9,split (.*) with (.*),['index'],"['for', 'loop']",['java.lang.Integer.parseInt']
10,split (.*) with (.*),"['a', 'string']",['restrictions'],['java.util.regex.Pattern.compile']
11,split (.*) with (.*),"['special', 'char']",['regex'],['java.util.regex.Pattern.compile']
0,make (.*) with (.*),"['pipes', 'work']","['runtime', 'exec']",['java.lang.Runtime.getRuntime']
1,make (.*) with (.*),"['tls', 'work']",['java'],"['javax.net.SocketFactory.getDefault', 'javax.net.ssl.SSLSocketFactory.getDefault']"
2,make (.*) with (.*),"['cartesian', 'product']","['java', 'streams']",['java.util.stream.Stream.empty']
3,make (.*) with (.*),['jdialog'],['checkboxes'],['javax.swing.JOptionPane.showConfirmDialog']
4,make (.*) with (.*),"['this', 'layout']","['java', 'swing']",['javax.swing.SwingUtilities.invokeLater']
5,make (.*) with (.*),"['draggable', 'components']",['imageicon'],"['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
6,make (.*) with (.*),"['an', 'array']","['unique', 'numbers']",['java.util.Collections.shuffle']
7,make (.*) with (.*),"['random', 'percentage']","['dynamic', 'array']",['java.lang.Math.random']
8,make (.*) with (.*),"['cell', 'editable']",['jbutton'],"['java.awt.EventQueue.invokeLater', 'java.lang.Integer.valueOf']"
9,make (.*) with (.*),"['db', 'queries']","['this', 'pool']",['java.util.concurrent.Executors.newFixedThreadPool']
10,make (.*) with (.*),"['transparent', 'jframe']","['visible', 'borders']",['javax.swing.JFrame.setDefaultLookAndFeelDecorated']
11,make (.*) with (.*),"['aggregation', 'java']","['specific', 'condition']","['java.util.Objects.equals', 'java.util.stream.Collectors.summingInt', 'java.util.Objects.hash']"
12,make (.*) with (.*),"['schemacrawler', 'work']","['informix', 'database']",['java.lang.Class.forName']
13,make (.*) with (.*),"['multiply', 'request']",['rxjava'],"['java.util.Arrays.asList', 'java.util.stream.Stream.of']"
14,make (.*) with (.*),['summation'],['java'],['java.lang.Integer.parseInt']
15,make (.*) with (.*),"['multi', 'thread']",['swingworker'],['java.awt.EventQueue.invokeLater']
0,execute (.*) with (.*),"['bash', 'command']","['sudo', 'privileges']",['java.lang.Runtime.getRuntime']
1,execute (.*) with (.*),['command'],['parameters'],['java.lang.Runtime.getRuntime']
2,execute (.*) with (.*),"['native', 'sql']",['hibernate'],['java.lang.String.format']
3,execute (.*) with (.*),"['a', 'process']","['a', 'timeout']",['java.lang.Process.destroy']
4,execute (.*) with (.*),['project'],"['jogl', 'library']",['java.lang.System.loadLibrary']
5,execute (.*) with (.*),"['cmd', 'script']","['double', 'quotes']",['java.lang.Runtime.getRuntime']
6,execute (.*) with (.*),"['pl', 'sql']",['java'],['java.sql.DriverManager.getConnection']
7,execute (.*) with (.*),"['dos', 'command']",['options'],['java.lang.Runtime.getRuntime']
8,execute (.*) with (.*),['permission'],['java'],"['java.lang.Runtime.exec', 'java.nio.file.Files.isExecutable']"
9,execute (.*) with (.*),"['cmd', 'commands']",['java'],['java.nio.file.Paths.get']
0,send (.*) to (.*),['actionevent'],['jbutton'],['java.lang.System.currentTimeMillis']
1,send (.*) to (.*),"['a', 'message']","['a', 'client']",['javax.net.SocketFactory.getDefault']
2,send (.*) to (.*),['data'],['computer'],['java.lang.Integer.parseInt']
3,send (.*) to (.*),"['javascript', 'variables']","['spring', 'controller']",['java.lang.String.valueOf']
4,send (.*) to (.*),"['a', 'jpanel']","['the', 'printer']","['java.awt.print.PrinterJob.getPrinterJob', 'javax.swing.RepaintManager.currentManager']"
5,send (.*) to (.*),['mail'],"['gmail', 'account']","['java.net.InetAddress.getLocalHost', 'java.net.InetAddress.getByName']"
6,send (.*) to (.*),['it'],"['the', 'server']","['java.nio.ByteBuffer.allocate', 'java.lang.Thread.sleep']"
7,send (.*) to (.*),"['special', 'characters']","['web', 'services']",['java.net.URLEncoder.encode']
8,send (.*) to (.*),"['multiple', 'arguments']","['reducer', 'mapreduce']",['java.lang.Double.parseDouble']
9,send (.*) to (.*),"['multiple', 'values']",['constructor'],"['java.time.LocalDate.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
10,send (.*) to (.*),['interrupt'],['itself'],['java.lang.Thread.sleep']
11,send (.*) to (.*),"['midi', 'message']",['device'],['javax.sound.midi.MidiSystem.getReceiver']
12,send (.*) to (.*),['string'],['obdii'],['java.lang.Integer.toHexString']
13,send (.*) to (.*),"['login', 'information']","['mysql', 'database']",['java.net.URLEncoder.encode']
14,send (.*) to (.*),['command'],"['http', 'server']",['java.lang.String.format']
15,send (.*) to (.*),['file'],['server'],['java.lang.Math.min']
16,send (.*) to (.*),"['value', 'variable']",['junit'],['java.lang.System.getProperty']
17,send (.*) to (.*),['json'],['server'],['java.lang.String.valueOf']
18,send (.*) to (.*),['signals'],"['child', 'process']",['java.lang.Runtime.getRuntime']
19,send (.*) to (.*),['notification'],"['all', 'classes']",['java.util.Collections.synchronizedMap']
20,send (.*) to (.*),"['an', 'array']","['an', 'arraylist']",['java.lang.Object.toString']
21,send (.*) to (.*),['parameters'],"['their', 'methods']","['java.lang.Class.forName', 'java.lang.reflect.Method.invoke']"
22,send (.*) to (.*),['data'],"['another', 'fragment']",['java.lang.String.format']
23,send (.*) to (.*),['texts'],['server'],['java.lang.Integer.parseInt']
0,store (.*) in (.*),"['a', 'key']",['keystore'],['java.security.KeyStore.getInstance']
1,store (.*) in (.*),"['binary', 'sequence']","['byte', 'array']",['java.lang.Integer.toString']
2,store (.*) in (.*),"['a', 'picture']",['mysql'],"['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
3,store (.*) in (.*),['time'],"['a', 'variable']",['java.util.Calendar.getInstance']
4,store (.*) in (.*),"['a', 'privatekey']",['code'],['javax.crypto.Mac.getInstance']
5,store (.*) in (.*),['them'],"['an', 'array']","['java.util.List.add', 'java.util.Scanner.hasNextInt']"
6,store (.*) in (.*),['indexes'],"['an', 'array']",['java.util.ArrayList.add']
7,store (.*) in (.*),['it'],"['an', 'arraylist']",['java.util.Arrays.asList']
8,store (.*) in (.*),"['its', 'logs']","['mac', 'os']",['java.lang.System.getProperty']
9,store (.*) in (.*),"['password', 'set']",['code'],['java.lang.System.setProperty']
10,store (.*) in (.*),['data'],"['a', 'jbutton']",['java.lang.Integer.parseInt']
11,store (.*) in (.*),"['random', 'integers']",['array'],"['java.lang.System.exit', 'java.lang.Integer.parseInt']"
12,store (.*) in (.*),['int'],"['integer', 'array']",['java.lang.Integer.valueOf']
13,store (.*) in (.*),"['epoch', 'time']",['microseconds'],['java.time.Instant.now']
14,store (.*) in (.*),['update'],"['sqlite', 'database']",['java.sql.Connection.commit']
15,store (.*) in (.*),['passwords'],"['java', 'gui']",['java.lang.String.valueOf']
16,store (.*) in (.*),['it'],['jtable'],['java.lang.Runtime.getRuntime']
17,store (.*) in (.*),['images'],['eclipse'],['javax.imageio.ImageIO.read']
18,store (.*) in (.*),['it'],"['int', 'array']",['java.lang.Integer.parseInt']
19,store (.*) in (.*),['object'],"['the', 'localstorage']",['java.util.function.Function.apply']
20,store (.*) in (.*),"['joptionpane', 'value']",['array'],"['java.awt.EventQueue.invokeLater', 'javax.swing.JOptionPane.showMessageDialog']"
21,store (.*) in (.*),['it'],"['string', 'android']",['java.util.Calendar.getInstance']
22,store (.*) in (.*),['it'],"['txt', 'file']",['java.lang.Thread.sleep']
23,store (.*) in (.*),"['its', 'value']","['a', 'biginteger']",['java.math.BigInteger.valueOf']
24,store (.*) in (.*),['error'],['variable'],['java.lang.System.exit']
25,store (.*) in (.*),"['unique', 'values']","['its', 'structure']",['java.util.Map.size']
26,store (.*) in (.*),"['comparators', 'objects']",['array'],['java.util.Arrays.asList']
27,store (.*) in (.*),['them'],"['an', 'array']",['java.lang.Double.parseDouble']
28,store (.*) in (.*),"['received', 'data']","['an', 'array']",['java.lang.Integer.parseInt']
29,store (.*) in (.*),"['string', 'array']","['txt', 'file']",['java.nio.file.Files.write']
30,store (.*) in (.*),['integers'],['array'],['java.lang.Integer.parseInt']
31,store (.*) in (.*),['date'],"['xml', 'tags']","['javax.xml.bind.JAXBContext.newInstance', 'java.time.LocalDateTime.of']"
32,store (.*) in (.*),"['an', 'arraylist']","['a', 'file']",['java.io.File.createTempFile']
33,store (.*) in (.*),['it'],"['string', 'builder']","['javax.swing.JOptionPane.showInputDialog', 'javax.swing.JOptionPane.showMessageDialog']"
34,store (.*) in (.*),"['the', 'index']","['integer', 'array']",['java.util.Arrays.asList']
35,store (.*) in (.*),['it'],"['array', 'list']",['java.nio.file.Paths.get']
36,store (.*) in (.*),['values'],"['one', 'line']",['java.nio.file.Files.newBufferedWriter']
37,store (.*) in (.*),['it'],"['list', 'string']",['java.lang.String.toLowerCase']
38,store (.*) in (.*),['info'],"['mysql', 'server']",['javax.swing.JOptionPane.showMessageDialog']
39,store (.*) in (.*),"['as', 'varchar']",['mysql'],"['java.sql.DriverManager.getConnection', 'java.lang.Integer.parseInt']"
